Conference,Player,Class,Pos,School,G,MP,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,PTS,TRB,AST,STL,BLK,PER,WS,BPM
WCC,Joey Calcaterra,JR,G,San Diego,12,359,37,22,12,4,22,17,160,0.419,0.446,0.377,0.867,13.3,3.1,1.8,1,0.3,15.2,0.6,1.5
WCC,Christian Carlyle,SR,G,Santa Clara,18,553,42,37,9,4,35,42,162,0.44,0.491,0.208,0.684,9,2.3,2.1,0.5,0.2,9,0.8,-2
WCC,Guglielmo Caruso,JR,F,Santa Clara,18,409,87,17,3,17,33,54,168,0.528,0.557,0.368,0.674,9.3,4.8,0.9,0.2,0.9,15.8,1.2,0.4
WCC,Kene Chukwuka,SR,F,Pepperdine,19,449,97,23,12,6,18,53,126,0.429,0.551,0.321,0.72,6.6,5.1,1.2,0.6,0.3,12.8,1.2,1.3
WCC,Quinn Clinton,SO,G,Saint Mary's (CA),22,275,30,7,7,0,9,25,82,0.355,0.333,0.361,0.75,3.7,1.4,0.3,0.3,0,9.8,0.7,1.5
WCC,Aaron Cook,SR,G,Gonzaga,30,403,48,51,26,4,34,38,127,0.5,0.62,0.35,0.657,4.2,1.6,1.7,0.9,0.1,15.1,1.5,6.4
WCC,Pierre Crockrell,SO,G,Pacific,18,475,45,73,14,1,28,35,181,0.514,0.534,0.143,0.706,10.1,2.5,4.1,0.8,0.1,18.5,1.6,3.4
WCC,Hayden Curtiss,FR,F,Portland,21,241,51,10,9,25,12,19,47,0.487,0.529,0.2,0.533,2.2,2.4,0.5,0.4,1.2,14.9,0.3,-1.1
WCC,Isiah Dasher,JR,G,Portland,19,426,51,24,26,8,31,46,151,0.377,0.419,0.235,0.69,7.9,2.7,1.3,1.4,0.4,10.7,-0.2,-4.3
WCC,Eddie Davis,JR,F,Portland,21,652,92,31,18,3,53,48,248,0.436,0.429,0.458,0.75,11.8,4.4,1.5,0.9,0.1,11.7,0.2,-4.3
WCC,Majok Deng,FR,G,Pepperdine,13,97,19,1,4,1,2,13,34,0.382,0.75,0.182,0.8,2.6,1.5,0.1,0.3,0.1,11.7,0.2,-1.9
WCC,Parker Dortch,SR,F,Loyola Marymount,15,156,20,7,0,0,9,19,25,0.421,0.5,0.333,0.6,1.7,1.3,0.5,0,0,3.9,0.2,-2.5
WCC,Dameane Douglas,SO,G,Loyola Marymount,12,418,88,15,12,8,38,36,162,0.539,0.6,0.367,0.587,13.5,7.3,1.3,1,0.7,15.5,1.1,3.5
WCC,Alex Ducas,SO,G,Saint Mary's (CA),14,308,61,7,7,1,18,22,111,0.413,0.559,0.328,0.842,7.9,4.4,0.5,0.5,0.1,14.4,0.9,1.4
WCC,Juan Ducasse,SO,F,Santa Clara,5,12,8,0,2,0,2,1,2,0.5,1,0,0,0.4,1.6,0,0.4,0,19.6,0,-3.6
WCC,Maj Dusanic,FR,F,San Francisco,4,15,0,0,0,1,1,2,4,0.667,1,0,,1,0,0,0,0.3,7.7,0,-4.3
WCC,Kessler Edwards,JR,F,Pepperdine,27,916,184,33,26,33,49,58,465,0.491,0.553,0.378,0.876,17.2,6.8,1.2,1,1.2,21.8,3.9,5.6
WCC,Hunter Erickson,FR,G,Brigham Young,8,22,3,2,0,1,1,3,3,0.5,,0.5,,0.4,0.4,0.3,0,0.1,9.5,0.1,-2.8
WCC,Takiula Fahrensohn,JR,G,Portland,20,266,34,5,6,2,15,22,53,0.321,0.588,0.205,0.643,2.7,1.7,0.3,0.3,0.1,3.5,-0.3,-8.5
WCC,Quincy Ferebee,SR,G,Portland,7,95,11,12,4,3,4,4,12,0.278,0.294,0,0.5,1.7,1.6,1.7,0.6,0.4,7.9,-0.1,-5.1
WCC,Broc Finstuen,SR,G,Pacific,18,512,103,20,11,7,16,43,201,0.497,0.548,0.333,0.709,11.2,5.7,1.1,0.6,0.4,19.8,2,4.1
WCC,Joe Foley,SO,G,Santa Clara,4,30,0,4,0,0,3,8,0,0,0,,0,0,0,1,0,0,-8.8,-0.1,-15
WCC,Dan Fotu,JR,F,Saint Mary's (CA),24,570,124,12,17,9,23,38,202,0.419,0.505,0.316,0.745,8.4,5.2,0.5,0.7,0.4,16.8,2,4.4
WCC,Luke Frasso,FR,G,Loyola Marymount,1,3,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,-1.9
WCC,Jason Gallant,FR,G,San Diego,3,4,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,-15.2,0,-21.2
WCC,Gideon George,JR,F,Brigham Young,27,371,95,10,8,6,26,46,145,0.407,0.451,0.318,0.677,5.4,3.5,0.4,0.3,0.2,13.3,1,0.2
WCC,Mikal Gjerde,SO,F,San Diego,7,27,4,1,0,0,1,0,7,0.5,0.5,0.5,1,1,0.6,0.1,0,0,11.9,0.1,0
WCC,Will Graves,JR,G,Gonzaga,10,20,4,0,1,0,0,2,2,0,,0,1,0.2,0.4,0,0.1,0,2.3,0,-3.3
WCC,Jervay Green,SR,G,Pacific,10,103,8,9,1,0,16,11,18,0.226,0.353,0.071,0.5,1.8,0.8,0.9,0.1,0,-7.8,-0.5,-15.5
WCC,Ben Gregg,,F,Gonzaga,18,55,18,1,0,3,7,14,17,0.412,0.556,0.25,0.333,0.9,1,0.1,0,0.2,4.6,0,-6.6
WCC,Clythus Griffith,JR,G,Portland,21,308,39,10,14,0,21,19,103,0.36,0.392,0.314,0.938,4.9,1.9,0.5,0.7,0,10.8,0.1,-5.1
WCC,Yavuz Gultekin,SO,F,San Diego,7,102,26,2,2,0,8,9,36,0.4,0.48,0.2,0.667,5.1,3.7,0.3,0.3,0,9.2,0,-4.4
WCC,Matt Haarms,SR,C,Brigham Young,25,575,125,27,5,50,38,43,283,0.546,0.609,0.194,0.803,11.3,5,1.1,0.2,2,23.7,2.8,8.2
WCC,James Hampshire,SR,C,Pacific,11,104,12,0,0,6,5,19,24,0.667,0.667,,0.571,2.2,1.1,0,0,0.5,9,0.2,-3
WCC,Connor Harding,JR,G,Brigham Young,26,543,68,39,13,4,22,42,141,0.403,0.532,0.319,0.846,5.4,2.6,1.5,0.5,0.2,11.2,1.6,3.7
WCC,Dominick Harris,FR,G,Gonzaga,25,180,18,10,3,0,7,19,75,0.418,0.438,0.391,0.714,3,0.7,0.4,0.1,0,14,0.7,1.1
WCC,Richard Harward,JR,C,Brigham Young,27,418,116,27,6,6,35,54,165,0.602,0.613,0,0.522,6.1,4.3,1,0.2,0.2,18.4,1.7,3.1
WCC,Isaiah Hawthorne,FR,F,San Francisco,17,118,22,2,3,1,13,17,33,0.289,0.538,0.16,0.875,1.9,1.3,0.1,0.2,0.1,2.8,-0.1,-8.9
WCC,Robbie Heath,SO,G,Pepperdine,7,90,10,6,1,1,7,7,29,0.185,0.235,0.1,0.818,4.1,1.4,0.9,0.1,0.1,5.5,0,-5.3
WCC,Michael Henn,SR,F,Portland,21,531,73,24,9,3,32,54,164,0.441,0.5,0.397,0.786,7.8,3.5,1.1,0.4,0.1,10.9,0.5,-4.2
WCC,Chris Herren,JR,G,San Diego,4,23,1,2,1,0,2,4,2,0.143,0.167,0,,0.5,0.3,0.5,0.3,0,-8.6,-0.1,-15.6
WCC,Trent Hudgens,FR,G,Santa Clara,8,60,2,6,1,1,9,11,13,0.273,0,0.75,0.5,1.6,0.3,0.8,0.1,0.1,-1.1,-0.1,-10.4
WCC,Frankie Hughes,JR,G,San Diego,12,276,29,16,10,0,17,16,72,0.235,0.263,0.219,0.5,6,2.4,1.3,0.8,0,1.9,-0.6,-6.5
WCC,Marion Humphrey,SO,G,San Diego,13,244,14,21,13,1,12,23,60,0.373,0.444,0.077,0.529,4.6,1.1,1.6,1,0.1,7.6,0,-4.8
WCC,Quentin Jackson,SR,G,Loyola Marymount,6,101,4,5,4,0,5,12,23,0.381,0.333,0.444,0.75,3.8,0.7,0.8,0.7,0,6.6,0.2,-0.7
WCC,Daniss Jenkins,SO,G,Pacific,18,563,58,37,22,12,27,25,219,0.416,0.462,0.233,0.721,12.2,3.2,2.1,1.2,0.7,15.4,1.2,2.7
WCC,Logan Johnson,JR,G,Saint Mary's (CA),20,639,72,37,19,6,40,57,266,0.455,0.542,0.232,0.745,13.3,3.6,1.9,1,0.3,16.5,2.2,4.5
WCC,Spencer Johnson,SO,G,Brigham Young,27,473,62,25,12,2,27,40,139,0.459,0.52,0.407,0.682,5.1,2.3,0.9,0.4,0.1,11.2,1.3,2.6
WCC,Latrell Jones,JR,G,Portland,21,565,84,26,15,12,33,48,222,0.429,0.477,0.349,0.771,10.6,4,1.2,0.7,0.6,14.6,0.7,-1.5
WCC,Taavi Jurkatamm,SR,F,San Francisco,25,643,87,43,16,16,20,71,143,0.408,0.528,0.319,0.529,5.7,3.5,1.7,0.6,0.6,11.1,1.6,1.6
WCC,Keshawn Justice,JR,F,Santa Clara,15,503,76,28,13,4,18,19,163,0.369,0.453,0.306,0.73,10.9,5.1,1.9,0.9,0.3,12.3,1.2,0.3
WCC,Samba Kane,SO,C,San Francisco,23,221,51,1,1,14,13,30,61,0.622,0.622,,0.5,2.7,2.2,0,0,0.6,13.9,0.6,-1.5
WCC,Corey Kispert,SR,F,Gonzaga,32,1019,159,58,29,14,42,54,595,0.529,0.628,0.44,0.878,18.6,5,1.8,0.9,0.4,25.4,6.4,11.1
WCC,Trevin Knell,SO,G,Brigham Young,27,442,55,25,9,1,15,46,166,0.467,0.52,0.453,0.579,6.1,2,0.9,0.3,0,15.2,1.8,6.8
WCC,Tommy Kuhse,SR,G,Saint Mary's (CA),24,857,88,121,36,4,58,46,306,0.407,0.451,0.275,0.797,12.8,3.7,5,1.5,0.2,16.8,2.7,3.7
WCC,Josh Kunen,SO,F,San Francisco,25,694,127,40,15,14,43,77,127,0.37,0.4,0.348,0.789,5.1,5.1,1.6,0.6,0.6,8.4,1.1,-0.6
WCC,Matthew Lang,JR,G,Gonzaga,6,12,0,0,0,0,0,1,3,1,,1,,0.5,0,0,0,0,11.4,0,8.2
WCC,Keli Leaupepe,SO,F,Loyola Marymount,20,471,96,22,10,2,32,63,209,0.469,0.544,0.345,0.806,10.5,4.8,1.1,0.5,0.1,18.8,2,3.4
WCC,Kolby Lee,JR,F,Brigham Young,25,250,50,23,4,0,13,27,93,0.519,0.583,0.316,0.714,3.7,2,0.9,0.2,0,17,1,3.8
WCC,Caleb Lohner,FR,F,Brigham Young,27,644,193,32,19,2,43,69,189,0.469,0.558,0.333,0.667,7,7.1,1.2,0.7,0.1,14.5,2.2,3.8
WCC,Wyatt Lowell,SO,F,Brigham Young,7,44,8,1,0,0,1,4,14,0.286,0.5,0.25,0.75,2,1.1,0.1,0,0,7.2,0.1,-1.3
WCC,Marial Mading,SO,F,Pacific,1,12,2,1,0,0,0,1,1,0,0,,0.5,1,2,1,0,0,3.7,0,-4.2
WCC,Mattias Markusson,SR,C,Loyola Marymount,22,466,132,5,8,17,36,59,213,0.635,0.635,,0.761,9.7,6,0.2,0.4,0.8,23,2.2,4
WCC,Yauhen Massalski,SR,F,San Diego,10,220,83,11,4,22,28,23,96,0.594,0.594,,0.667,9.6,8.3,1.1,0.4,2.2,23,0.6,2.7
WCC,Damari Milstead,JR,G,San Francisco,22,333,30,37,17,3,27,22,104,0.384,0.473,0.273,0.762,4.7,1.4,1.7,0.8,0.1,12.3,0.6,-0.3
WCC,DJ Mitchell,SR,F,Santa Clara,18,358,74,28,4,7,22,30,116,0.452,0.566,0.3,0.606,6.4,4.1,1.6,0.2,0.4,13.6,0.9,1.1
WCC,Justin Moore,SR,G,Pacific,13,225,21,25,8,1,16,11,74,0.39,0.413,0.286,0.625,5.7,1.6,1.9,0.6,0.1,11.2,0.2,-0.4
WCC,Jabe Mullins,FR,G,Saint Mary's (CA),19,307,36,13,10,2,15,16,58,0.284,0.31,0.263,0.833,3.1,1.9,0.7,0.5,0.1,6,0.3,-1.2
WCC,Kendall Munson,FR,F,Pepperdine,15,171,31,3,6,5,10,19,63,0.667,0.667,,0.517,4.2,2.1,0.2,0.4,0.3,16.7,0.5,0.8
WCC,Lazar Nekic,SO,F,Loyola Marymount,4,11,1,0,0,0,1,3,0,0,0,,0,0,0.3,0,0,0,-17.7,-0.1,-20.9
WCC,Andrew Nembhard,JR,G,Gonzaga,32,956,76,140,34,3,39,58,293,0.48,0.602,0.323,0.754,9.2,2.4,4.4,1.1,0.1,15.4,4,6.4
WCC,Emmanuel Nwabueze,JR,G,San Francisco,1,1,1,0,0,0,0,0,0,0,0,,,0,1,0,0,0,-29.6,0,-51.9
WCC,Victor Ohia Obioha,JR,C,Pepperdine,20,301,83,3,13,12,23,46,112,0.633,0.633,,0.48,5.6,4.2,0.2,0.7,0.6,17.9,1,0.6
WCC,Josh Parrish,SR,G,San Diego,14,387,51,24,12,4,24,37,147,0.551,0.57,0.286,0.628,10.5,3.6,1.7,0.9,0.3,15.6,0.8,0.3
WCC,Cameron Pearson,SO,G,Brigham Young,5,9,1,1,0,0,0,0,0,,,,,0,0.2,0.2,0,0,6.3,0,-1.3
WCC,Everett Perrot,SO,F,Pepperdine,3,6,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,-7.4,0,-1.9
WCC,Vladimir Pinchuk,JR,C,San Diego,14,292,68,10,10,5,17,27,107,0.506,0.506,,0.515,7.6,4.9,0.7,0.7,0.4,15.3,0.5,-0.7
WCC,Darryl Polk Jr,JR,G,Pepperdine,22,363,47,33,17,1,16,42,86,0.42,0.5,0.351,0.833,3.9,2.1,1.5,0.8,0,11.8,1,3.2
WCC,Jahbril Price-Noel,JR,G,Pacific,18,337,41,25,2,3,20,17,75,0.367,0.442,0.278,0.5,4.2,2.3,1.4,0.1,0.2,6.6,0.2,-3.3
WCC,Scotty Prunty,FR,G,San Diego,2,3,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,-6
WCC,Kodye Pugh,JR,F,Loyola Marymount,14,142,20,4,4,2,9,17,21,0.276,0.25,0.308,0.333,1.5,1.4,0.3,0.3,0.1,2,0,-5.2
WCC,Ben Pyle,JR,F,San Diego,12,316,42,30,7,4,13,24,69,0.329,0.31,0.341,0.462,5.8,3.5,2.5,0.6,0.3,8.7,0.2,-0.6
WCC,Joe Quintana,JR,G,Loyola Marymount,19,620,44,41,23,6,37,57,177,0.417,0.379,0.429,0.792,9.3,2.3,2.2,1.2,0.3,11.8,1.7,2.9
WCC,Vittorio Reynoso-Avila,SR,F,Santa Clara,9,20,6,0,0,1,0,1,0,0,0,,,0,0.7,0,0,0.1,8.2,0,-2.3
WCC,Ezekiel Richards,SO,C,Santa Clara,10,45,8,1,0,1,5,10,11,0.333,0.333,,0.583,1.1,0.8,0.1,0,0.1,3.4,0,-6.9
WCC,Julian Rishwain,SO,G,San Francisco,23,383,68,8,17,3,17,46,181,0.445,0.632,0.367,0.81,7.9,3,0.3,0.7,0.1,20.3,1.7,5.2
WCC,Jared Rodriguez,JR,F,San Diego,12,190,32,8,8,2,10,25,74,0.371,0.4,0.333,0.857,6.2,2.7,0.7,0.7,0.2,12.7,0.3,-0.9
WCC,Takori Rooks,SO,F,Pacific,2,7,1,0,0,0,1,1,4,0.667,1,0,0,2,0.5,0,0,0,15.4,0,-32
WCC,Colbey Ross,SR,G,Pepperdine,27,1016,111,207,30,7,102,73,473,0.436,0.491,0.341,0.846,17.5,4.1,7.7,1.1,0.3,19.8,3.9,3.7
WCC,Anthony Roy,FR,G,San Francisco,8,47,8,2,1,1,4,6,32,0.524,0.5,0.556,0.714,4,1,0.3,0.1,0.1,27.2,0.2,7.3
WCC,Dzmitry Ryuny,JR,F,San Francisco,25,677,139,20,20,21,24,63,236,0.418,0.591,0.367,0.679,9.4,5.6,0.8,0.8,0.8,16.4,2.3,4.2
WCC,Jonathan Salazar,FR,F,Pacific,11,84,22,3,2,3,5,23,22,0.471,0.5,0,0.4,2,2,0.3,0.2,0.3,10.6,0.2,-4.3
WCC,Mitchell Saxen,FR,C,Saint Mary's (CA),24,234,56,5,9,13,17,44,65,0.577,0.58,0.5,0.308,2.7,2.3,0.2,0.4,0.5,15.3,0.7,1
WCC,Eli Scott,SR,F,Loyola Marymount,22,784,180,80,13,10,83,54,395,0.495,0.528,0.242,0.704,18,8.2,3.6,0.6,0.5,21.4,3,5.5
WCC,Hunter Seymour,JR,F,Portland,9,84,18,3,0,5,1,7,8,0.429,0.429,,0.667,0.9,2,0.3,0,0.6,9.4,0.1,-6.3
WCC,Khalil Shabazz,JR,G,San Francisco,25,746,88,42,48,1,42,54,375,0.366,0.411,0.328,0.766,15,3.5,1.7,1.9,0,17.8,2.2,3.6
WCC,Nigel Shadd,JR,F,Pacific,11,137,33,0,2,5,18,37,30,0.48,0.48,,0.462,2.7,3,0,0.2,0.5,2.2,-0.1,-9.7
WCC,L Simpson,FR,G,Loyola Marymount,2,3,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,-31.3,0,-40.6
WCC,Jade' Smith,JR,G,Pepperdine,27,697,99,56,38,5,58,84,228,0.45,0.507,0.294,0.86,8.4,3.7,2.1,1.4,0.2,12.5,1.5,-0.1
WCC,Julian Strawther,FR,G,Gonzaga,25,186,30,1,4,1,11,21,85,0.517,0.7,0.321,0.696,3.4,1.2,0,0.2,0,15.8,0.7,1
WCC,Jalen Suggs,FR,G,Gonzaga,30,868,160,136,57,10,88,78,431,0.503,0.588,0.337,0.754,14.4,5.3,4.5,1.9,0.3,22.6,4.6,9.4
WCC,Finn Sullivan,JR,G,San Diego,14,381,32,38,15,6,20,46,97,0.391,0.415,0.37,0.8,6.9,2.3,2.7,1.1,0.4,10.6,0.5,-0.4
WCC,Matthias Tass,JR,F,Saint Mary's (CA),24,702,128,40,17,20,43,61,261,0.509,0.535,0.222,0.617,10.9,5.3,1.7,0.7,0.8,17.4,2.3,4
WCC,Drew Timme,SO,F,Gonzaga,32,901,224,75,22,23,57,75,608,0.655,0.677,0.286,0.696,19,7,2.3,0.7,0.7,32.3,6.9,11.7
WCC,Miguel Tomley,FR,G,Santa Clara,16,242,22,21,5,0,14,21,65,0.412,0.524,0.333,0.867,4.1,1.4,1.3,0.3,0,9.8,0.5,-1.5
WCC,Zac Triplett,FR,G,Portland,18,184,11,5,1,0,6,7,51,0.39,0.286,0.412,1,2.8,0.6,0.3,0.1,0,8.5,0.1,-3.9
WCC,Miles Turner,SO,G,Portland,5,23,3,0,1,0,0,2,2,0.5,0.5,,,0.4,0.6,0,0.2,0,5.6,0,-4.9
WCC,Matt Van Komen,SO,C,Saint Mary's (CA),13,32,9,1,1,4,2,5,10,0.5,0.5,,1,0.8,0.7,0.1,0.1,0.3,23.7,0.2,5.6
WCC,Jack Vaske,FR,F,San Diego,1,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,-7.8
WCC,Jonas Visser,SO,C,San Francisco,23,244,36,6,2,2,17,38,51,0.524,0.512,1,0.5,2.2,1.6,0.3,0.1,0.1,6,0.2,-5.4
WCC,Josip Vrankic,SR,F,Santa Clara,20,588,164,37,19,7,54,47,303,0.444,0.505,0.226,0.705,15.2,8.2,1.9,1,0.4,19.5,1.9,3.3
WCC,Jesse Wade,JR,G,Brigham Young,9,41,3,6,1,0,0,5,9,0.222,0,0.286,0.6,1,0.3,0.7,0.1,0,10.3,0.1,3.1
WCC,Brandon Warr,SR,G,Brigham Young,3,6,3,0,0,0,0,0,0,0,,0,,0,1,0,0,0,0.5,0,-8.2
WCC,Anton Watson,SO,F,Gonzaga,32,606,105,38,38,20,29,73,220,0.631,0.711,0.15,0.65,6.9,3.3,1.2,1.2,0.6,19.9,3.1,8.6
WCC,Wyatt Watson,SO,F,Portland,8,27,3,0,0,0,0,2,6,0.222,0,0.25,0,0.8,0.4,0,0,0,0.3,-0.1,-11.7
WCC,Michael Wexler,JR,G,Pepperdine,3,4,0,0,0,0,2,1,2,0.333,0.5,0,,0.7,0,0,0,0,-31.8,-0.1,-56.8
WCC,Giordan Williams,SO,G,Santa Clara,20,309,36,9,6,3,18,32,112,0.462,0.486,0.439,0.71,5.6,1.8,0.5,0.3,0.2,12.2,0.8,0.1
WCC,Jalen Williams,SO,G,Santa Clara,18,568,74,42,21,11,30,44,207,0.399,0.472,0.274,0.757,11.5,4.1,2.3,1.2,0.6,14.8,1.6,2.2
WCC,Jay Yoon,JR,G,Pepperdine,8,16,5,1,1,1,0,1,7,0.25,0.2,0.333,1,0.9,0.6,0.1,0.1,0.1,22.4,0.1,-2.7
WCC,Anthony Yu,FR,G,Loyola Marymount,1,2,0,0,0,0,0,1,0,,,,,0,0,0,0,0,-8.8,0,-12.8
WCC,Pavel Zakharov,SO,F,Gonzaga,10,28,4,0,0,0,2,5,8,0.333,0.286,0.5,0.5,0.8,0.4,0,0,0,2.3,0,-9.1
WCC,Jan Zidek,SO,F,Pepperdine,22,469,78,12,4,1,18,39,207,0.443,0.578,0.359,0.786,9.4,3.5,0.5,0.2,0,15.1,1.4,1.9
