Conference,Player,Class,Pos,School,G,MP,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,PTS,TRB,AST,STL,BLK,PER,WS,BPM
Big-12,Ochai Agbaji,SO,G,Kansas,31,1032,129,62,38,8,58,59,309,0.428,0.519,0.338,0.673,10,4.2,2,1.2,0.3,13.1,3.4,6.1
Big-12,Avery Anderson,FR,G,Oklahoma State,30,459,64,42,31,8,55,63,126,0.364,0.434,0.077,0.8,4.2,2.1,1.4,1,0.3,7.9,0.2,0.1
Big-12,Yor Anei,SO,F,Oklahoma State,32,650,151,16,19,60,39,100,259,0.484,0.486,0.333,0.704,8.1,4.7,0.5,0.6,1.9,20.6,2.6,4.8
Big-12,Dylan Arnette,FR,G,TCU,4,3,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,-4.5
Big-12,Owen Aschieris,JR,G,TCU,9,18,2,1,0,0,0,2,3,0.5,,0.5,,0.3,0.2,0.1,0,0,9.2,0.1,0.2
Big-12,Udoka Azubuike,SR,C,Kansas,31,859,324,29,15,80,76,75,426,0.748,0.748,,0.441,13.7,10.5,0.9,0.5,2.6,31.3,5.5,12.4
Big-12,Will Baker,FR,C,Texas,23,194,44,8,5,2,20,29,49,0.275,0.433,0.154,0.333,2.1,1.9,0.3,0.2,0.1,1.4,-0.2,-7.1
Big-12,Devonte Bandoo,SR,G,Baylor,30,774,107,45,18,2,46,35,229,0.385,0.385,0.385,0.735,7.6,3.6,1.5,0.6,0.1,11.3,2.1,3.5
Big-12,Desmond Bane,SR,G,TCU,32,1152,203,124,47,17,74,70,531,0.452,0.461,0.442,0.789,16.6,6.3,3.9,1.5,0.5,22.6,5.3,9.8
Big-12,Russell Barlow,SO,C,TCU,5,22,1,1,0,0,0,4,0,0,0,,,0,0.2,0.2,0,0,-1.4,0,-7.3
Big-12,Avery Benson,SO,G,Texas Tech,31,299,44,7,15,7,2,34,55,0.463,0.556,0.391,0.889,1.8,1.4,0.2,0.5,0.2,13.2,1.2,7
Big-12,Jamal Bieniemy,SO,G,Oklahoma,31,990,124,87,34,5,44,55,162,0.345,0.446,0.253,0.792,5.2,4,2.8,1.1,0.2,8.4,1.5,1.6
Big-12,Rasir Bolton,SO,G,Iowa State,30,925,103,84,32,4,83,63,440,0.404,0.448,0.336,0.848,14.7,3.4,2.8,1.1,0.1,16.5,2.3,2.5
Big-12,Kalib Boone,FR,F,Oklahoma State,31,362,94,13,7,23,22,53,147,0.549,0.549,,0.729,4.7,3,0.4,0.2,0.7,22.3,1.6,5.1
Big-12,Keylan Boone,FR,G,Oklahoma State,26,236,60,6,10,4,8,20,71,0.397,0.455,0.343,0.625,2.7,2.3,0.2,0.4,0.2,16.3,0.8,5.2
Big-12,Carter Boothe,SO,G,Iowa State,7,11,1,1,0,0,1,1,5,0.25,,0.25,1,0.7,0.1,0.1,0,0,10.8,0,-4.2
Big-12,Christian Braun,FR,G,Kansas,31,569,90,15,21,7,13,41,163,0.431,0.414,0.444,0.731,5.3,2.9,0.5,0.7,0.2,14.8,2.4,8.2
Big-12,Jared Butler,SO,G,Baylor,30,911,97,94,49,4,73,74,480,0.421,0.462,0.381,0.775,16,3.2,3.1,1.6,0.1,21,4.4,9.3
Big-12,Keller Casey,FR,G,Oklahoma,3,5,2,0,0,0,2,1,0,0,,0,,0,0.7,0,0,0,-31.1,-0.1,-34.7
Big-12,Tristan Clark,JR,F,Baylor,22,289,53,11,4,10,26,53,87,0.475,0.487,0,0.647,4,2.4,0.5,0.2,0.5,8.8,0.6,-1.4
Big-12,Chris Clarke,SR,F,Texas Tech,30,728,199,137,26,3,67,48,168,0.453,0.48,0.167,0.714,5.6,6.6,4.6,0.9,0.1,16.7,2.7,7.1
Big-12,Matt Coleman,JR,G,Texas,30,1008,89,102,40,2,69,65,382,0.441,0.468,0.395,0.797,12.7,3,3.4,1.3,0.1,16.6,3.4,5.4
Big-12,George Conditt IV,SO,F,Iowa State,32,523,157,16,19,50,45,69,225,0.553,0.563,0,0.618,7,4.9,0.5,0.6,1.6,23.9,1.9,3.6
Big-12,Derek Culver,SO,F,West Virginia,31,760,267,54,24,24,71,84,323,0.457,0.458,0,0.517,10.4,8.6,1.7,0.8,0.8,19.7,3,6.1
Big-12,Brock Cunningham,FR,F,Texas,16,162,28,5,7,4,5,28,23,0.32,0.5,0.235,0.5,1.4,1.8,0.3,0.4,0.3,7.4,0.3,3.1
Big-12,Silvio De Sousa,JR,F,Kansas,18,148,51,2,2,15,17,32,47,0.471,0.452,0.667,0.52,2.6,2.8,0.1,0.1,0.8,15,0.5,-1
Big-12,Edric Dennis,SR,G,TCU,32,671,51,74,26,3,62,53,197,0.31,0.272,0.336,0.611,6.2,1.6,2.3,0.8,0.1,7.5,0.6,-1.5
Big-12,Cartier Diarra,JR,G,Kansas State,32,1000,122,134,58,10,103,77,426,0.412,0.505,0.305,0.669,13.3,3.8,4.2,1.8,0.3,17.4,2.9,6
Big-12,Kristian Doolittle,SR,F,Oklahoma,29,942,259,58,38,13,62,48,458,0.441,0.458,0.375,0.793,15.8,8.9,2,1.3,0.4,22.6,3.8,7.8
Big-12,Devon Dotson,SO,G,Kansas,30,1047,122,120,63,3,73,54,544,0.468,0.541,0.309,0.83,18.1,4.1,4,2.1,0.1,24.9,6.2,11.3
Big-12,Thomas Dziagwa,SR,G,Oklahoma State,31,742,44,26,18,0,33,34,280,0.422,0.457,0.415,0.833,9,1.4,0.8,0.6,0,13.7,2.2,5
Big-12,Kyler Edwards,SO,G,Texas Tech,31,1035,123,95,29,17,60,55,354,0.404,0.481,0.322,0.773,11.4,4,3.1,0.9,0.5,14.2,3.3,4.8
Big-12,Elijah Elliott,FR,G,Kansas,9,21,1,3,0,0,2,3,7,0.75,0.667,1,,0.8,0.1,0.3,0,0,15.8,0.1,-2.3
Big-12,Tristan Enaruna,FR,G,Kansas,30,327,65,19,14,10,28,22,71,0.342,0.4,0.258,0.5,2.4,2.2,0.6,0.5,0.3,9,0.6,3
Big-12,Francisco Farabello,FR,G,TCU,30,617,43,65,24,4,36,36,112,0.409,0.406,0.41,0.846,3.7,1.4,2.2,0.8,0.1,9.9,1.3,2.3
Big-12,Jase Febres,JR,G,Texas,23,701,56,21,13,11,23,47,216,0.374,0.375,0.374,0.808,9.4,2.4,0.9,0.6,0.5,11.7,1.9,3.7
Big-12,PJ Fuller,FR,G,TCU,32,627,58,49,19,15,59,65,183,0.371,0.443,0.254,0.818,5.7,1.8,1.5,0.6,0.5,7.5,0.5,-1.8
Big-12,Marcus Garrett,JR,G,Kansas,31,999,140,144,56,8,54,73,285,0.442,0.473,0.327,0.609,9.2,4.5,4.6,1.8,0.3,16.8,4.2,7.8
Big-12,Freddie Gillespie,SR,F,Baylor,30,852,271,14,34,66,26,84,287,0.55,0.55,,0.684,9.6,9,0.5,1.1,2.2,25.8,5,9.4
Big-12,Antonio Gordon,FR,F,Kansas State,26,451,95,8,14,7,27,47,109,0.396,0.509,0.261,0.5,4.2,3.7,0.3,0.5,0.3,9.8,0.7,-1
Big-12,Dajuan Gordon,FR,G,Kansas State,32,773,110,23,40,5,50,72,201,0.443,0.524,0.329,0.656,6.3,3.4,0.7,1.3,0.2,11.6,1.6,2.7
Big-12,Jaire Grayer,SR,G,TCU,32,769,145,16,21,10,30,66,239,0.425,0.534,0.362,0.59,7.5,4.5,0.5,0.7,0.3,14.5,2.3,2.8
Big-12,Zion Griffin,SO,F,Iowa State,30,322,57,7,11,9,16,37,89,0.407,0.622,0.245,0.467,3,1.9,0.2,0.4,0.3,10.6,0.4,-0.7
Big-12,Caleb Grill,FR,G,Iowa State,29,400,48,17,14,2,16,35,61,0.314,0.5,0.25,0.571,2.1,1.7,0.6,0.5,0.1,5.3,0.2,-1.2
Big-12,J.K. Hadlock,SR,G,Oklahoma State,5,6,1,0,0,0,0,0,3,0.5,0,1,,0.6,0.2,0,0,0,23.4,0,8
Big-12,Jermaine Haley,SR,G,West Virginia,30,728,128,58,36,5,50,52,268,0.554,0.587,0.263,0.613,8.9,4.3,1.9,1.2,0.2,19.8,3.2,8.8
Big-12,Tyrese Haliburton,SO,G,Iowa State,22,807,129,142,54,15,61,28,335,0.504,0.592,0.419,0.822,15.2,5.9,6.5,2.5,0.7,25.9,3.8,11.7
Big-12,Royce Hamm,JR,F,Texas,30,369,82,11,3,18,44,48,80,0.483,0.537,0,0.759,2.7,2.7,0.4,0.1,0.6,7.5,0.4,-1.6
Big-12,Chase Harler,SR,G,West Virginia,31,507,35,25,18,6,19,38,135,0.385,0.547,0.273,0.538,4.4,1.1,0.8,0.6,0.2,9.9,1.4,4.7
Big-12,De'Vion Harmon,FR,G,Oklahoma,31,880,55,61,35,3,41,38,229,0.364,0.383,0.343,0.7,7.4,1.8,2,1.1,0.1,10,1.4,1.4
Big-12,Chris Harris,FR,G,Oklahoma State,22,331,24,12,13,0,12,15,74,0.287,0.405,0.203,0.364,3.4,1.1,0.5,0.6,0,4.1,0,-1.9
Big-12,Kamaka Hepa,SO,F,Texas,22,296,44,13,4,14,12,37,64,0.361,0.615,0.292,0.667,2.9,2,0.6,0.2,0.6,9.8,0.7,3.6
Big-12,Jalen Hill,FR,F,Oklahoma,30,326,62,12,8,11,15,31,58,0.396,0.459,0.25,0.632,1.9,2.1,0.4,0.3,0.4,9.4,0.6,2
Big-12,T.J. Holyfield,SR,F,Texas Tech,31,756,141,37,26,50,51,101,276,0.536,0.588,0.349,0.662,8.9,4.5,1.2,0.8,1.6,18.8,3.1,5.5
Big-12,Victor Iwuakor,FR,F,Oklahoma,26,225,61,4,10,8,18,42,67,0.469,0.478,0.333,0.645,2.6,2.3,0.2,0.4,0.3,14.1,0.6,-0.6
Big-12,Tre Jackson,FR,G,Iowa State,31,670,53,40,26,3,37,57,133,0.338,0.343,0.337,0.722,4.3,1.7,1.3,0.8,0.1,6.5,0.5,-0.4
Big-12,Michael Jacobson,SR,F,Iowa State,32,793,189,31,13,13,33,58,249,0.433,0.471,0.3,0.69,7.8,5.9,1,0.4,0.4,14.8,1.8,1.1
Big-12,Michael Jankovich,FR,G,Kansas,10,26,1,1,1,0,3,2,12,0.429,,0.429,0.75,1.2,0.1,0.1,0.1,0,15.5,0.1,1.4
Big-12,Nate Jenkins,FR,G,Iowa State,8,21,3,3,0,0,4,4,2,0,,0,0.667,0.3,0.4,0.4,0,0,-7,-0.1,-15.1
Big-12,Andrew Jones,SO,G,Texas,31,823,71,58,23,7,61,56,355,0.41,0.439,0.383,0.722,11.5,2.3,1.9,0.7,0.2,14.7,2.2,4.5
Big-12,Kai Jones,FR,F,Texas,27,450,87,10,14,30,23,53,97,0.5,0.596,0.292,0.636,3.6,3.2,0.4,0.5,1.1,13.7,1.3,4.6
Big-12,Brandon Knapper,SO,G,West Virginia,27,227,24,18,4,1,22,24,70,0.267,0.286,0.244,0.8,2.6,0.9,0.7,0.1,0,2.2,0.1,-3.4
Big-12,Kur Kuath,JR,F,Oklahoma,30,318,62,5,9,46,12,33,102,0.652,0.662,0,0.64,3.4,2.1,0.2,0.3,1.5,23,1.4,8.1
Big-12,Jonathan Laurent,SR,F,Oklahoma State,30,504,86,13,11,4,34,57,154,0.449,0.58,0.265,0.745,5.1,2.9,0.4,0.4,0.1,11.7,1.2,1.2
Big-12,Jaedon Ledee,SO,F,TCU,30,350,86,3,13,12,14,75,82,0.523,0.523,,0.706,2.7,2.9,0.1,0.4,0.4,15.3,1.3,0.4
Big-12,Terrence Lewis,JR,G,Iowa State,23,313,45,12,6,5,23,27,138,0.515,0.649,0.325,0.781,6,2,0.5,0.3,0.2,17.8,0.9,3.3
Big-12,Gerald Liddell,SO,F,Texas,15,275,50,15,8,11,23,42,66,0.403,0.42,0.333,0.48,4.4,3.3,1,0.5,0.7,8.5,0.4,-1.1
Big-12,Isaac Likekele,SO,G,Oklahoma State,28,908,157,127,54,10,79,55,305,0.46,0.475,0.214,0.661,10.9,5.6,4.5,1.9,0.4,18.2,2.9,6.2
Big-12,James Love,JR,F,Kansas State,1,2,1,0,0,0,0,0,0,,,,,0,1,0,0,0,8.5,0,4.7
Big-12,Anthonu Lucenti,FR,G,TCU,4,3,0,0,0,0,1,0,0,,,,,0,0,0,0,0,-22,0,-34.8
Big-12,Spencer Macke,FR,G,West Virginia,7,15,1,0,0,0,2,2,8,0.167,0,0.222,1,1.1,0.1,0,0,0,-10.3,0,-21.5
Big-12,Brady Manek,JR,F,Oklahoma,31,944,191,27,14,37,26,47,447,0.453,0.537,0.38,0.779,14.4,6.2,0.9,0.5,1.2,22.3,4.2,8.6
Big-12,Emmitt Matthews,SO,F,West Virginia,31,658,111,16,13,6,35,41,194,0.391,0.45,0.301,0.622,6.3,3.6,0.5,0.4,0.2,10.3,1.7,3.1
Big-12,Makol Mawien,SR,C,Kansas State,32,681,173,17,21,27,67,100,238,0.459,0.467,0.3,0.75,7.4,5.4,0.5,0.7,0.8,13.8,1.5,-0.4
Big-12,Matthew Mayer,SO,G,Baylor,30,349,57,23,15,4,21,30,145,0.422,0.446,0.378,0.69,4.8,1.9,0.8,0.5,0.1,17.6,1.4,6.2
Big-12,Pierson McAtee,SR,F,Kansas State,20,85,19,4,3,3,4,4,19,0.471,0.636,0.167,0.5,1,1,0.2,0.2,0.2,14.7,0.2,2.2
Big-12,Miles McBride,FR,G,West Virginia,31,688,73,56,35,15,41,54,296,0.402,0.446,0.304,0.747,9.5,2.4,1.8,1.1,0.5,17.5,2.9,8.4
Big-12,Jordan McCabe,SO,G,West Virginia,31,420,32,51,17,1,42,31,97,0.311,0.5,0.209,0.76,3.1,1,1.6,0.5,0,6.3,0.6,0.5
Big-12,David McCormack,SO,F,Kansas,29,425,120,18,13,12,32,50,201,0.529,0.536,0,0.813,6.9,4.1,0.6,0.4,0.4,23.6,2.2,5.5
Big-12,Kevin McCullar,FR,G,Texas Tech,29,538,93,21,35,9,37,63,175,0.512,0.576,0.286,0.725,6,3.2,0.7,1.2,0.3,16,2,5.3
Big-12,Cameron McGriff,SR,F,Oklahoma State,32,962,212,40,12,8,61,83,394,0.45,0.515,0.308,0.832,12.3,6.6,1.3,0.4,0.3,17.5,3.5,4.4
Big-12,Mike McGuirl,JR,G,Kansas State,29,717,69,53,27,2,29,65,200,0.423,0.456,0.398,0.66,6.9,2.4,1.8,0.9,0.1,13,2.1,3.9
Big-12,Sean McNeil,SO,G,West Virginia,28,419,33,14,9,3,11,29,155,0.369,0.452,0.33,0.811,5.5,1.2,0.5,0.3,0.1,13.1,1.7,5.7
Big-12,Corbin Merritt,SO,C,Oklahoma,8,15,4,0,1,2,1,2,7,0.75,0.667,1,,0.9,0.5,0,0.1,0.3,34.4,0.1,13.5
Big-12,Davion Mitchell,SO,G,Baylor,30,972,81,114,44,11,67,82,297,0.409,0.467,0.324,0.663,9.9,2.7,3.8,1.5,0.4,13.3,3.1,4.6
Big-12,Dee Mitchell,SO,G,Oklahoma State,19,112,7,8,3,1,7,7,8,0.429,1,0.2,0.5,0.4,0.4,0.4,0.2,0.1,3.1,0.1,0.4
Big-12,Jackson Moffatt,FR,G,Baylor,6,12,1,0,1,0,0,1,0,0,0,0,,0,0.2,0,0.2,0,-22.7,-0.1,-28.1
Big-12,Davide Moretti,JR,G,Texas Tech,31,1058,53,70,36,0,63,65,403,0.419,0.474,0.383,0.902,13,1.7,2.3,1.2,0,14.1,3.7,4
Big-12,Isaiah Moss,SR,G,Kansas,30,738,68,18,14,1,24,38,238,0.387,0.476,0.348,0.912,7.9,2.3,0.6,0.5,0,11.4,2.4,4.6
Big-12,Montavious Murphy,FR,F,Kansas State,19,470,71,13,11,3,21,39,99,0.407,0.489,0.306,0.629,5.2,3.7,0.7,0.6,0.2,8.8,0.9,1.2
Big-12,Clarence Nadolny,FR,G,Texas Tech,24,144,23,13,5,0,11,23,47,0.433,0.565,0,0.618,2,1,0.5,0.2,0,11.7,0.4,-2.1
Big-12,RJ Nembhard,SO,G,TCU,29,930,109,101,28,5,74,42,350,0.366,0.403,0.313,0.74,12.1,3.8,3.5,1,0.2,13.1,2.1,1.6
Big-12,Prentiss Nixon,SR,G,Iowa State,32,941,104,68,41,5,55,71,304,0.357,0.455,0.263,0.679,9.5,3.3,2.1,1.3,0.2,10.1,1,-0.6
Big-12,Obim Okeke,SR,G,Baylor,8,24,5,5,1,0,2,3,1,0,0,0,0.5,0.1,0.6,0.6,0.1,0,-7,-0.1,-15.7
Big-12,Gabe Osabuohien,JR,F,West Virginia,28,515,115,53,34,9,45,89,86,0.361,0.38,0,0.542,3.1,4.1,1.9,1.2,0.3,10.3,1.2,4.3
Big-12,Courtney Ramey,SO,G,Texas,31,977,121,89,31,2,65,68,338,0.401,0.461,0.313,0.709,10.9,3.9,2.9,1,0.1,13.1,2.4,2.8
Big-12,Jahmi'us Ramsey,FR,G,Texas Tech,27,842,108,60,36,18,54,59,406,0.442,0.454,0.426,0.641,15,4,2.2,1.3,0.7,19.1,3.3,6.7
Big-12,Austin Reaves,JR,G,Oklahoma,31,1030,164,93,30,8,77,58,456,0.381,0.48,0.259,0.848,14.7,5.3,3,1,0.3,17.3,3.1,4
Big-12,Trey Reeves,SR,F,Oklahoma State,5,8,1,0,0,0,2,2,0,0,0,,,0,0.2,0,0,0,-24.1,-0.1,-23.4
Big-12,Hidde Roessink,FR,F,Oklahoma State,20,138,26,2,3,1,9,12,15,0.222,0.313,0.091,0.167,0.8,1.3,0.1,0.2,0.1,-0.9,-0.2,-5.1
Big-12,Logan Routt,SR,F,West Virginia,27,162,41,3,7,2,13,25,34,0.433,0.433,,0.444,1.3,1.5,0.1,0.3,0.1,9.7,0.3,0.2
Big-12,Kevin Samuel,SO,C,TCU,32,913,268,15,34,85,45,62,319,0.653,0.653,,0.378,10,8.4,0.5,1.1,2.7,25.3,3.9,7.5
Big-12,Andrei Savrasov,FR,F,Texas Tech,21,99,21,3,2,1,4,15,24,0.375,0.5,0.333,,1.1,1,0.1,0.1,0,9,0.3,0.9
Big-12,Nate Schuster,SO,G,Iowa State,7,10,0,0,1,0,0,0,6,0.6,0.6,,,0.9,0,0,0.1,0,28.1,0,6.4
Big-12,Blake Seacat,FR,G,Oklahoma,3,5,0,0,0,0,0,0,2,,,,1,0.7,0,0,0,0,22.8,0,3.9
Big-12,Nigel Shadd,SO,F,Kansas State,3,7,8,0,0,0,0,0,0,0,0,,0,0,2.7,0,0,0,15.4,0,-4
Big-12,Terrence Shannon,FR,G,Texas Tech,29,682,120,29,26,12,37,66,284,0.47,0.515,0.257,0.829,9.8,4.1,1,0.9,0.4,18.6,3,5.2
Big-12,Taz Sherman,JR,G,West Virginia,31,406,25,24,18,7,29,18,165,0.383,0.443,0.333,0.864,5.3,0.8,0.8,0.6,0.2,13.9,1.3,6.9
Big-12,Jericho Sims,JR,F,Texas,24,654,196,19,10,29,36,67,233,0.658,0.658,,0.592,9.7,8.2,0.8,0.4,1.2,22.7,3.1,6.6
Big-12,David Sloan,JR,G,Kansas State,32,623,41,75,23,4,47,42,171,0.411,0.473,0.271,0.549,5.3,1.3,2.3,0.7,0.1,10.3,0.9,0.6
Big-12,Diante Smith,FR,F,TCU,31,400,59,19,8,5,30,50,77,0.252,0.349,0.183,0.519,2.5,1.9,0.6,0.3,0.2,1.8,-0.2,-5.4
Big-12,Xavier Sneed,SR,F,Kansas State,32,1041,152,54,58,10,51,88,455,0.365,0.426,0.304,0.69,14.2,4.8,1.7,1.8,0.3,17.1,3.5,5.8
Big-12,Eric Steyer,SO,G,Iowa State,8,25,0,0,0,0,0,1,3,1,,1,,0.4,0,0,0,0,5.9,0,0
Big-12,Levi Stockard,JR,F,Kansas State,32,530,83,10,20,7,38,73,118,0.5,0.5,,0.686,3.7,2.6,0.3,0.6,0.2,8.4,0.8,-0.9
Big-12,Read Streller,JR,F,Oklahoma,4,5,1,0,0,0,0,0,2,,,,1,0.5,0.3,0,0,0,26.1,0,6.5
Big-12,Russel Tchewa,FR,C,Texas Tech,23,117,21,4,3,7,9,16,38,0.5,0.5,,0.571,1.7,0.9,0.2,0.1,0.3,13.1,0.3,-1
Big-12,MaCio Teague,JR,G,Baylor,28,914,129,52,27,5,35,36,389,0.4,0.458,0.355,0.848,13.9,4.6,1.9,1,0.2,19.2,4.5,8.7
Big-12,Chris Teahan,JR,G,Kansas,12,32,1,1,0,1,1,4,9,0.333,,0.333,,0.8,0.1,0.1,0,0.1,6.3,0.1,1.2
Big-12,Flo Thamba,SO,F,Baylor,19,172,42,2,1,13,7,33,43,0.481,0.481,,0.567,2.3,2.2,0.1,0.1,0.7,13.3,0.6,0.2
Big-12,Oscar Tshiebwe,FR,F,West Virginia,31,720,287,11,23,32,53,85,348,0.552,0.552,,0.708,11.2,9.3,0.4,0.7,1,28.3,4.4,9.6
Big-12,Mark Vital,JR,F,Baylor,29,756,181,53,50,17,41,78,176,0.459,0.5,0.118,0.418,6.1,6.2,1.8,1.7,0.6,16.7,2.8,7.5
Big-12,Lindy Waters,SR,G,Oklahoma State,31,982,129,74,37,2,50,71,327,0.381,0.429,0.317,0.825,10.5,4.2,2.4,1.2,0.1,13.4,2.6,3.9
Big-12,Drayton Whiteside,JR,G,Texas,4,6,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,-8.1,0,-12.7
Big-12,Alondes Williams,JR,G,Oklahoma,31,516,60,18,11,2,35,60,187,0.438,0.529,0.283,0.636,6,1.9,0.6,0.4,0.1,10.1,0.8,-0.9
Big-12,Donovan Williams,FR,G,Texas,26,285,26,8,13,4,25,28,86,0.368,0.478,0.244,0.706,3.3,1,0.3,0.5,0.2,7.1,0.2,0
Big-12,Shaun Williams,SO,G,Kansas State,5,45,6,6,2,0,8,4,18,0.35,0.429,0.308,,3.6,1.2,1.2,0.4,0,8.5,0,-3.3
Big-12,Jalen Wilson,FR,F,Kansas,2,2,0,0,0,0,1,1,0,0,,0,,0,0,0,0,0,-64.5,0,-49.2
Big-12,Solomon Young,JR,F,Iowa State,32,664,124,22,21,29,37,66,314,0.538,0.543,0.25,0.785,9.8,3.9,0.7,0.7,0.9,22.5,2.5,4.3
SEC,Abdul Ado,JR,F,Mississippi State,31,876,209,20,16,58,42,82,177,0.595,0.595,,0.609,5.7,6.7,0.6,0.5,1.9,15.9,2.5,4.4
SEC,Babatunde Akingbola,FR,C,Auburn,13,32,4,2,0,5,3,7,2,0.25,0.333,0,,0.2,0.3,0.2,0,0.4,2,0,-2.2
SEC,Jonathan Aku,FR,F,Texas A&M,30,251,69,7,6,9,18,37,29,0.478,0.478,,0.583,1,2.3,0.2,0.2,0.3,9.3,0.4,-1.4
SEC,Braelee Albert,FR,G,Vanderbilt,20,284,36,3,3,3,15,37,36,0.263,0.125,0.3,1,1.8,1.8,0.2,0.2,0.2,2.4,-0.1,-4.6
SEC,Trey Anderson,FR,F,South Carolina,8,22,0,0,1,0,0,2,2,0,0,0,1,0.3,0,0,0.1,0,-7.9,-0.1,-9
SEC,Trace Arbuckle,JR,G,Vanderbilt,1,1,0,0,0,0,0,0,3,1,,1,,3,0,0,0,0,167.5,0.1,106
SEC,Adrio Bailey,SR,F,Arkansas,32,727,141,19,39,45,37,105,202,0.484,0.517,0.385,0.522,6.3,4.4,0.6,1.2,1.4,14.8,2.2,4.2
SEC,Tyler Barnes,JR,F,Alabama,7,7,4,0,0,0,0,1,0,,,,,0,0.6,0,0,0,6.2,0,0.5
SEC,Dontay Bassett,JR,F,Florida,17,115,29,5,3,8,5,24,21,0.467,0.538,0,0.583,1.2,1.7,0.3,0.2,0.5,14.1,0.4,3
SEC,Jamario Bell,SR,F,Arkansas,4,7,2,0,0,3,0,3,0,,,,,0,0.5,0,0,0.8,16.4,0,7.8
SEC,Lior Berman,FR,G,Auburn,2,3,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,-15.2,0,-21.2
SEC,James Bishop,FR,G,Louisiana State,16,137,5,9,4,1,11,15,49,0.391,0.478,0.304,0.5,3.1,0.3,0.6,0.3,0.1,8,0.1,-3
SEC,Kerry Blackshear,SR,F,Florida,31,842,231,50,18,19,55,97,396,0.436,0.497,0.305,0.792,12.8,7.5,1.6,0.6,0.6,24,4.4,7
SEC,Jair Bolden,JR,G,South Carolina,30,642,71,41,25,3,23,53,254,0.417,0.422,0.412,0.7,8.5,2.4,1.4,0.8,0.1,14.9,2.1,4.5
SEC,James Bolden,SR,G,Alabama,27,590,60,32,16,4,42,85,229,0.335,0.321,0.344,0.836,8.5,2.2,1.2,0.6,0.1,9.7,0.9,-0.9
SEC,Jordan Bowden,SR,G,Tennessee,31,1067,125,85,30,10,51,70,424,0.383,0.469,0.287,0.822,13.7,4,2.7,1,0.3,15.3,3.3,3.3
SEC,Parker Braun,FR,F,Missouri,24,143,24,6,4,13,8,20,33,0.75,0.789,0,0.375,1.4,1,0.3,0.2,0.5,16.3,0.5,5.1
SEC,Keion Brooks,FR,F,Kentucky,31,469,99,5,11,13,25,46,138,0.472,0.51,0.263,0.63,4.5,3.2,0.2,0.4,0.4,12.5,1.1,2.1
SEC,Christian Brown,FR,F,Georgia,31,297,51,5,16,7,26,44,105,0.486,0.519,0.389,0.609,3.4,1.6,0.2,0.5,0.2,13.5,0.6,0.1
SEC,Clevon Brown,SR,F,Vanderbilt,9,250,54,1,1,18,10,17,81,0.607,0.674,0.385,0.4,9,6,0.1,0.1,2,18.4,0.7,0.5
SEC,Kobe Brown,FR,F,Missouri,30,544,112,16,29,11,39,59,174,0.401,0.537,0.253,0.744,5.8,3.7,0.5,1,0.4,13.7,1.4,2.9
SEC,Keyshawn Bryant,SO,F,South Carolina,22,473,96,28,18,18,42,65,200,0.464,0.503,0.067,0.682,9.1,4.4,1.3,0.8,0.8,15.8,1.3,2.6
SEC,KJ Buffen,SO,F,Mississippi,32,924,196,52,46,28,49,100,323,0.504,0.529,0.238,0.679,10.1,6.1,1.6,1.4,0.9,19.1,3.4,5
SEC,Devin Butts,FR,G,Mississippi State,6,21,2,0,1,0,3,3,6,0.3,0.375,0,,1,0.3,0,0.2,0,-4.6,-0.1,-18.8
SEC,Toumani Camara,FR,F,Georgia,32,767,138,21,19,18,52,87,210,0.494,0.564,0.172,0.625,6.6,4.3,0.7,0.6,0.6,11.3,1.2,0
SEC,Devan Cambridge,FR,G,Auburn,31,408,71,4,12,11,22,34,130,0.426,0.611,0.342,0.278,4.2,2.3,0.1,0.4,0.4,12.2,0.9,2.7
SEC,Brennan Canada,FR,F,Kentucky,4,3,0,0,0,0,1,0,0,,,,,0,0,0,0,0,-21.1,0,-2.4
SEC,Tyson Carter,SR,G,Mississippi State,31,888,80,96,34,4,66,70,431,0.405,0.486,0.321,0.871,13.9,2.6,3.1,1.1,0.1,18.9,3.3,4
SEC,Jay Jay Chandler,JR,G,Texas A&M,29,592,56,31,22,1,53,66,177,0.333,0.356,0.319,0.789,6.1,1.9,1.1,0.8,0,7.5,0.6,-2.1
SEC,Reggie Chaney,SO,F,Arkansas,29,424,97,19,18,16,29,68,118,0.671,0.671,,0.526,4.1,3.3,0.7,0.6,0.6,16.6,1.6,3.6
SEC,Tate Clayton,JR,G,Mississippi State,1,2,0,0,0,0,0,1,0,,,,,0,0,0,0,0,-9.1,0,-12.9
SEC,Thomas Collier,SR,G,Auburn,1,2,0,0,0,1,0,0,0,,,,,0,0,0,0,1,22.7,0,30.6
SEC,Antavion Collum,FR,F,Mississippi,22,226,36,8,9,0,10,24,28,0.296,0.429,0.154,0.667,1.3,1.6,0.4,0.4,0,5.1,0.2,0
SEC,Preston Cook,SO,G,Auburn,2,5,1,0,0,0,0,1,2,0.5,1,0,,1,0.5,0,0,0,11.6,0,-8.7
SEC,Courtese Cooper,JR,F,Louisiana State,10,60,19,0,0,5,3,10,12,0.857,0.857,,,1.2,1.9,0,0,0.5,16.1,0.2,3
