Conference,Player,Class,Pos,School,G,MP,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,PTS,TRB,AST,STL,BLK,PER,WS,BPM
MWC,Nolan Narain,SR,F,San Diego State,15,105,21,3,2,1,12,18,28,0.611,0.667,0.333,0.5,1.9,1.4,0.2,0.1,0.1,7.1,0.2,-3.9
MWC,Isaiah Nichols,SR,G,San Jose State,10,47,7,4,5,1,7,2,16,0.235,0.25,0.222,0.75,1.6,0.7,0.4,0.5,0.1,9.1,-0.1,0.9
MWC,Clay Patterson,SO,G,New Mexico,9,21,3,3,1,0,1,1,6,0,,0,1,0.7,0.3,0.3,0.1,0,18.2,0.1,5.8
MWC,Tavian Percy,SO,G,New Mexico,23,241,16,14,4,1,5,15,39,0.517,0.6,0.429,0.6,1.7,0.7,0.6,0.2,0,7.8,0.4,-2.1
MWC,Solomon Pierre-Louis,FR,G,Air Force,3,9,0,0,0,0,0,0,2,1,1,,,0.7,0,0,0,0,11.5,0,-1.3
MWC,Abel Porter,JR,G,Utah State,34,872,82,110,21,2,55,75,192,0.382,0.462,0.297,0.761,5.6,2.4,3.2,0.6,0.1,9.6,2.3,0.4
MWC,Brandon Porter,SO,F,Wyoming,24,163,18,3,6,5,13,38,74,0.433,0.583,0.333,0.714,3.1,0.8,0.1,0.3,0.2,12.3,0.2,-0.7
MWC,Trey Pulliam,JR,G,San Diego State,32,559,60,60,19,2,28,42,107,0.439,0.468,0.333,0.636,3.3,1.9,1.9,0.6,0.1,10.5,1.6,2.3
MWC,Neemias Queta,SO,C,Utah State,22,588,171,41,9,38,68,51,286,0.624,0.622,1,0.67,13,7.8,1.9,0.4,1.7,24.1,2.8,6.8
MWC,Nick Rene,SO,G,Air Force,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
MWC,Johncarlos Reyes,SR,F,Nevada,31,605,128,17,6,29,34,78,144,0.555,0.555,,0.595,4.6,4.1,0.5,0.2,0.9,11.9,1.4,-0.6
MWC,Max Rice,FR,G,Boise State,32,350,39,28,18,0,17,36,86,0.397,0.432,0.366,0.6,2.7,1.2,0.9,0.6,0,11.2,0.9,1.2
MWC,Orlando Robinson,FR,F,Fresno State,30,818,198,47,25,29,55,65,365,0.492,0.553,0.25,0.705,12.2,6.6,1.6,0.8,1,23.6,3.3,4.3
MWC,Robby Robinson,SO,F,Nevada,31,593,157,29,10,12,20,65,83,0.515,0.53,0,0.542,2.7,5.1,0.9,0.3,0.4,10.3,1.4,1.2
MWC,David Roddy,FR,G,Colorado State,32,820,178,57,20,24,64,76,365,0.465,0.566,0.195,0.739,11.4,5.6,1.8,0.6,0.8,18.9,2.6,1.3
MWC,Lazaro Rojas,JR,F,Fresno State,10,51,12,2,1,1,1,5,10,0.5,0.667,0,0.4,1,1.2,0.2,0.1,0.1,13.9,0.1,-2.4
MWC,Jordan Schakel,JR,G,San Diego State,32,849,110,18,27,2,17,66,319,0.453,0.493,0.436,0.927,10,3.4,0.6,0.8,0.1,17.7,4.2,6.6
MWC,Lavelle Scottie,SR,F,Air Force,32,986,181,65,27,5,79,62,501,0.456,0.48,0.364,0.659,15.7,5.7,2,0.8,0.2,17.9,1.8,-0.8
MWC,Chris Seeley,JR,F,Fresno State,5,38,8,1,0,0,1,5,10,0.333,0.357,0,,2,1.6,0.2,0,0,4.9,0,-6.3
MWC,Adam Seiko,SO,G,San Diego State,29,359,30,16,10,0,10,27,83,0.431,0.727,0.37,0.778,2.9,1,0.6,0.3,0,10.5,1.2,3.4
MWC,Marcus Shaver,JR,G,Boise State,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0
MWC,Vitaliy Shibel,SR,F,Nevada-Las Vegas,29,338,76,7,7,5,14,62,72,0.424,0.531,0.296,0.7,2.5,2.6,0.2,0.2,0.2,10.1,0.8,-1.5
MWC,Caleb Simmons,JR,G,San Jose State,11,61,6,2,1,0,5,1,8,0.25,0.667,0.111,0.5,0.7,0.5,0.2,0.1,0,-1,-0.2,-9.2
MWC,Trey Smith,SO,G,San Jose State,25,229,13,6,8,0,2,15,58,0.328,0.25,0.357,0.455,2.3,0.5,0.2,0.3,0,8.4,0.2,-3
MWC,Klay Stall,JR,F,Utah State,3,16,7,0,0,0,0,3,5,0.2,0.2,,0.75,1.7,2.3,0,0,0,9.6,0.1,-8.2
MWC,Isaiah Stevens,FR,G,Colorado State,32,1044,99,144,26,2,71,44,424,0.467,0.521,0.38,0.816,13.3,3.1,4.5,0.8,0.1,18.1,3.5,2.9
MWC,Ryan Swan-Ford,SR,F,Air Force,32,850,166,57,26,6,47,81,400,0.514,0.597,0.37,0.705,12.5,5.2,1.8,0.8,0.2,22.6,3.3,3.3
MWC,Mason Taylor,FR,G,Air Force,23,202,18,12,5,0,18,11,65,0.533,0.65,0.44,0.6,2.8,0.8,0.5,0.2,0,11,0.2,-2.7
MWC,Trevon Taylor,SO,G,Wyoming,33,823,111,19,14,8,55,89,232,0.485,0.511,0.375,0.767,7,3.4,0.6,0.4,0.2,9.9,1.2,-2.8
MWC,Adam Thistlewood,SO,F,Colorado State,29,787,94,18,20,4,27,58,297,0.437,0.541,0.393,0.8,10.2,3.2,0.6,0.7,0.1,15.2,2.5,2.8
MWC,Dischon Thomas,FR,F,Colorado State,32,307,69,14,5,5,20,35,123,0.653,0.672,0.4,0.692,3.8,2.2,0.4,0.2,0.2,19.8,1.2,1.4
MWC,Hunter Thompson,SO,F,Wyoming,26,686,106,23,5,13,39,75,212,0.4,0.5,0.33,0.717,8.2,4.1,0.9,0.2,0.5,10,0.9,-2
MWC,Donnie Tillman,JR,F,Nevada-Las Vegas,25,654,117,51,9,6,60,72,253,0.375,0.425,0.292,0.752,10.1,4.7,2,0.4,0.2,13.9,1.5,-0.1
MWC,Sid Tomes,SR,G,Air Force,32,813,103,79,21,6,33,80,220,0.356,0.483,0.291,0.845,6.9,3.2,2.5,0.7,0.2,12.3,1.6,-0.2
MWC,John Tonje,FR,G,Colorado State,31,261,32,10,5,0,15,28,111,0.461,0.5,0.435,0.677,3.6,1,0.3,0.2,0,14.7,0.7,0.3
MWC,Javier Turner,FR,F,Wyoming,4,10,2,0,0,0,0,2,0,0,0,,,0,0.5,0,0,0,-9.7,0,-13.5
MWC,Keaton Van Soelen,JR,G,Air Force,30,459,94,25,4,15,18,55,104,0.444,0.481,0.333,0.694,3.5,3.1,0.8,0.1,0.5,12.3,1,-1.6
MWC,Camden Vander Zwaag,FR,G,Air Force,9,31,11,1,1,0,0,1,9,0.667,1,0,0.5,1,1.2,0.1,0.1,0,22,0.1,7.2
MWC,A.J. Walker,SO,G,Air Force,32,957,111,98,25,3,65,78,356,0.448,0.481,0.403,0.75,11.1,3.5,3.1,0.8,0.1,14.6,1.9,-0.6
MWC,Richard Washington,JR,G,San Jose State,31,721,133,45,19,7,28,43,319,0.366,0.414,0.335,0.769,10.3,4.3,1.5,0.6,0.2,16,1.3,1.1
MWC,Kurt Wegscheider,FR,G,New Mexico,17,139,22,7,5,0,4,9,33,0.56,0.722,0.143,0.571,1.9,1.3,0.4,0.3,0,13.4,0.3,1.2
MWC,Yanni Wetzell,SR,F,San Diego State,32,891,209,43,26,20,62,82,370,0.592,0.618,0.318,0.642,11.6,6.5,1.3,0.8,0.6,21.9,4.5,5.3
MWC,New Williams,SR,G,Fresno State,28,839,81,48,31,3,37,75,332,0.355,0.407,0.332,0.807,11.9,2.9,1.7,1.1,0.1,15.1,2.3,1.4
MWC,Roderick Williams,SR,F,Boise State,32,737,284,34,29,5,61,93,389,0.628,0.631,0,0.65,12.2,8.9,1.1,0.9,0.2,28.4,4.4,6.7
MWC,Zachary Williams,JR,F,Nevada,7,14,0,0,1,0,0,0,0,0,0,,,0,0,0,0.1,0,1.1,0,-0.9
MWC,Nisre Zouzoua,SR,G,Nevada,31,761,80,52,15,4,31,64,303,0.418,0.421,0.416,0.836,9.8,2.6,1.7,0.5,0.1,15,2.3,1.9
WCC,Chase Adams,FR,G,Portland,32,917,80,117,56,0,80,75,226,0.369,0.431,0.19,0.71,7.1,2.5,3.7,1.8,0,9.4,0.6,-4
WCC,Theo Akwuba,SO,C,Portland,22,280,77,6,5,18,24,44,87,0.561,0.561,,0.481,4,3.5,0.3,0.2,0.8,14.3,0.5,-3.1
WCC,Ivan Alipiev,SO,F,Loyola Marymount,32,715,104,33,23,5,38,61,257,0.425,0.569,0.286,0.822,8,3.3,1,0.7,0.2,15,1.6,-0.8
WCC,Sedrick Altman,FR,G,Pepperdine,31,702,79,32,13,15,40,86,172,0.395,0.441,0.273,0.711,5.5,2.5,1,0.4,0.5,6.9,0.3,-4
WCC,Trevante Anderson,SO,G,San Francisco,27,195,11,11,9,0,18,24,81,0.314,0.259,0.349,0.786,3,0.4,0.4,0.3,0,9.8,0.3,-7.1
WCC,Martynas Arlauskas,FR,G,Gonzaga,25,130,21,3,4,2,6,12,31,0.44,0.588,0.125,0.615,1.2,0.8,0.1,0.2,0.1,10.3,0.4,-0.2
WCC,Joel Ayayi,SO,G,Gonzaga,33,968,209,106,42,8,51,73,351,0.483,0.595,0.345,0.825,10.6,6.3,3.2,1.3,0.2,20,4.8,7.6
WCC,Jeremiah Bailey,JR,F,Pacific,33,475,95,11,10,6,25,56,100,0.366,0.528,0.277,0.4,3,2.9,0.3,0.3,0.2,7.8,0.8,-1.9
WCC,Alex Barcello,JR,G,Brigham Young,32,963,99,56,30,3,31,58,298,0.493,0.5,0.486,0.879,9.3,3.1,1.8,0.9,0.1,14.6,3.4,4.8
WCC,Gavin Baxter,SO,F,Brigham Young,7,63,11,3,0,4,5,7,9,0.5,0.5,,0.5,1.3,1.6,0.4,0,0.6,7.3,0.1,0.7
WCC,Jaden Bediako,FR,C,Santa Clara,33,576,171,9,9,25,45,90,211,0.481,0.484,0,0.532,6.4,5.2,0.3,0.3,0.8,13.5,1.2,-4.7
WCC,Jordan Bell,JR,F,Loyola Marymount,31,687,138,46,30,27,39,93,222,0.437,0.534,0.2,0.667,7.2,4.5,1.5,1,0.9,16.2,1.6,1.5
WCC,Jamaree Bouyea,JR,G,San Francisco,34,1127,151,120,55,21,73,59,416,0.492,0.606,0.31,0.671,12.2,4.4,3.5,1.6,0.6,19.1,4.1,5.2
WCC,Kyle Bowen,FR,F,Saint Mary's (CA),31,343,60,20,8,7,13,46,53,0.5,0.6,0.2,0.478,1.7,1.9,0.6,0.3,0.2,10.3,0.8,1
WCC,Joey Calcaterra,SO,G,San Diego,32,901,89,59,26,4,49,56,365,0.384,0.399,0.366,0.817,11.4,2.8,1.8,0.8,0.1,13.5,1.8,0.5
WCC,Guglielmo Caruso,SO,F,Santa Clara,19,342,84,9,10,20,29,56,185,0.661,0.687,0.462,0.775,9.7,4.4,0.5,0.5,1.1,24.7,1.6,1.9
WCC,Skylar Chavez,JR,G,Pepperdine,31,940,72,31,17,12,27,59,311,0.427,0.485,0.385,0.836,10,2.3,1,0.5,0.4,12.4,1.9,0.4
WCC,Yoeli Childs,SR,F,Brigham Young,19,548,171,38,14,17,45,49,422,0.574,0.588,0.489,0.538,22.2,9,2,0.7,0.9,33.9,3.2,9.1
WCC,Gary Chivichyan,SR,G,Pacific,32,584,38,8,8,2,18,32,253,0.383,0.373,0.387,0.639,7.9,1.2,0.3,0.3,0.1,13.5,1.8,2.1
WCC,Noel Coleman,FR,G,San Diego,24,226,20,18,9,0,15,19,58,0.385,0.414,0.348,0.909,2.4,0.8,0.8,0.4,0,9.8,0.3,-1.2
WCC,Cody Collinsworth,FR,C,Portland,2,15,2,1,1,1,3,2,6,0.5,0.5,0.5,0.5,3,1,0.5,0.5,0.5,11.2,0,-2
WCC,Pierre Crockrell,FR,G,Pacific,33,602,42,109,21,1,32,52,141,0.38,0.387,0,0.441,4.3,1.3,3.3,0.6,0,11.1,1.2,-1.6
WCC,Tahirou Diabate,JR,F,Portland,31,637,157,13,19,25,62,93,299,0.551,0.55,0.667,0.57,9.6,5.1,0.4,0.6,0.8,18.4,1.6,-1.4
WCC,Felipe Doria,FR,G,San Diego,2,3,0,1,0,0,0,0,0,0,,0,,0,0,0.5,0,0,-16.5,0,-34
WCC,Parker Dortch,JR,F,Loyola Marymount,32,671,90,13,15,7,44,71,180,0.464,0.58,0.269,0.692,5.6,2.8,0.4,0.5,0.2,9.4,0.7,-3.3
WCC,Max Dorward,SO,G,Santa Clara,3,3,0,0,0,0,1,0,0,0,,0,,0,0,0,0,0,-34.4,0,-42.7
WCC,Jonathan dos Anjos,FR,F,Loyola Marymount,32,451,63,7,14,8,19,54,103,0.427,0.486,0.211,0.605,3.2,2,0.2,0.4,0.3,9.4,0.6,-2.6
WCC,Alex Ducas,FR,G,Saint Mary's (CA),33,498,74,12,11,1,17,30,119,0.478,0.594,0.414,0.75,3.6,2.2,0.4,0.3,0,13.2,1.5,3.2
WCC,Juan Ducasse,FR,F,Santa Clara,18,131,30,4,3,1,13,26,24,0.241,0.286,0.2,0.583,1.3,1.7,0.2,0.2,0.1,-0.2,-0.1,-9.9
WCC,Tahj Eaddy,JR,G,Santa Clara,33,830,70,69,30,1,56,51,300,0.407,0.492,0.333,0.83,9.1,2.1,2.1,0.9,0,12.3,1.7,-0.7
WCC,Kameron Edwards,SR,F,Pepperdine,31,1023,233,32,30,14,68,90,508,0.452,0.5,0.284,0.733,16.4,7.5,1,1,0.5,18,2.4,-0.5
WCC,Kessler Edwards,SO,F,Pepperdine,31,1015,229,46,28,57,45,80,421,0.471,0.497,0.437,0.761,13.6,7.4,1.5,0.9,1.8,22,3.9,5.5
WCC,Takiula Fahrensohn,SO,G,Portland,26,635,77,19,11,2,21,46,202,0.408,0.446,0.39,0.667,7.8,3,0.7,0.4,0.1,10.8,1.1,-0.8
WCC,Quincy Ferebee,JR,G,Portland,27,462,61,52,9,3,37,35,86,0.382,0.381,0.4,0.571,3.2,2.3,1.9,0.3,0.1,6.3,0.1,-5.9
WCC,Broc Finstuen,JR,G,Pacific,30,447,76,18,20,5,20,31,159,0.549,0.633,0.353,0.622,5.3,2.5,0.6,0.7,0.2,20.5,2,4.2
WCC,Malik Fitts,JR,F,Saint Mary's (CA),34,1163,242,42,46,12,65,90,561,0.472,0.512,0.408,0.799,16.5,7.1,1.2,1.4,0.4,23.2,5.3,5.4
WCC,Alex Floresca,SR,F,San Diego,32,727,132,51,13,9,40,85,199,0.407,0.474,0.213,0.732,6.2,4.1,1.6,0.4,0.3,10.5,1.1,-2
WCC,Jordan Ford,SR,G,Saint Mary's (CA),34,1292,103,79,46,1,50,38,743,0.492,0.541,0.411,0.836,21.9,3,2.3,1.4,0,26.9,7,7.9
WCC,Dan Fotu,SO,F,Saint Mary's (CA),34,701,117,23,20,8,25,100,216,0.647,0.662,0,0.667,6.4,3.4,0.7,0.6,0.2,17.4,2.8,2.2
WCC,Shaquillo Fritz,SR,F,Pacific,30,343,98,6,5,26,22,48,82,0.696,0.696,,0.563,2.7,3.3,0.2,0.2,0.9,17.6,1.3,2.3
WCC,Admon Gilder,SR,G,Gonzaga,33,844,94,66,37,9,32,60,352,0.429,0.483,0.363,0.76,10.7,2.8,2,1.1,0.3,18.3,3.9,5.4
WCC,Mikal Gjerde,FR,F,San Diego,9,22,8,1,0,0,2,0,6,0.5,1,0.333,0.333,0.7,0.9,0.1,0,0,15.9,0,2.1
WCC,Will Graves,SO,G,Gonzaga,13,27,4,0,0,0,0,2,12,0.5,0,0.571,,0.9,0.3,0,0,0,19.3,0.1,8.4
WCC,James Hampshire,JR,C,Pacific,31,472,136,3,7,43,18,52,114,0.671,0.671,,0.444,3.7,4.4,0.1,0.2,1.4,19.5,1.9,3.9
WCC,Connor Harding,SO,G,Brigham Young,32,722,102,43,11,1,24,57,194,0.518,0.617,0.442,0.667,6.1,3.2,1.3,0.3,0,12.7,2.3,3.6
WCC,Lavar Harewood,SR,G,Portland,22,209,31,5,5,1,9,17,49,0.286,0.4,0.222,0.679,2.2,1.4,0.2,0.2,0,6.5,0.2,-4
WCC,Braun Hartfield,JR,G,San Diego,32,1099,169,69,35,18,97,66,445,0.425,0.493,0.329,0.659,13.9,5.3,2.2,1.1,0.6,14.6,2,0.6
WCC,TJ Haws,SR,G,Brigham Young,32,1039,79,183,43,7,82,58,449,0.459,0.531,0.371,0.762,14,2.5,5.7,1.3,0.2,19.8,4.4,5.4
WCC,Matthew Hayes,SR,G,Santa Clara,1,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,-8.8
WCC,Hugh Hogland,SO,F,Portland,13,139,29,5,1,10,14,19,36,0.483,0.5,0,0.667,2.8,2.2,0.4,0.1,0.8,10.2,0.1,-6.5
WCC,Marion Humphrey,FR,G,San Diego,32,963,113,80,40,9,51,82,205,0.348,0.373,0.281,0.589,6.4,3.5,2.5,1.3,0.3,8.3,0.9,-2.3
WCC,James Jean-Marie,JR,F,San Diego,32,823,167,27,8,24,60,75,237,0.453,0.464,0.4,0.651,7.4,5.2,0.8,0.3,0.8,10.9,1.1,-1.9
WCC,Daniss Jenkins,FR,G,Pacific,32,706,37,39,17,13,35,49,199,0.338,0.378,0.246,0.821,6.2,1.2,1.2,0.5,0.4,8.2,1.1,-3.1
WCC,Erik Johansson,SR,G,Loyola Marymount,32,834,67,29,14,1,32,51,200,0.394,0.517,0.365,0.889,6.3,2.1,0.9,0.4,0,9.1,1.3,-1.7
WCC,Logan Johnson,SO,G,Saint Mary's (CA),24,162,19,11,10,0,9,23,35,0.294,0.35,0.214,0.75,1.5,0.8,0.5,0.4,0,8.8,0.3,-1.1
WCC,Taavi Jurkatamm,JR,F,San Francisco,24,325,58,18,7,10,17,60,27,0.306,0.355,0,0.313,1.1,2.4,0.8,0.3,0.4,3.3,0.2,-2.7
WCC,Keshawn Justice,SO,F,Santa Clara,32,874,106,57,30,9,30,50,287,0.424,0.476,0.383,0.894,9,3.3,1.8,0.9,0.3,14.4,2.6,2.7
WCC,Corey Kispert,JR,F,Gonzaga,33,1089,131,70,29,12,46,60,458,0.474,0.517,0.438,0.81,13.9,4,2.1,0.9,0.4,18.6,5.1,6.1
WCC,Trevin Knell,FR,G,Brigham Young,19,108,12,3,2,1,1,11,29,0.333,0.571,0.269,,1.5,0.6,0.2,0.1,0.1,7.3,0.2,-1.7
WCC,Tanner Krebs,SR,G,Saint Mary's (CA),33,995,129,27,34,10,33,64,301,0.415,0.445,0.391,0.854,9.1,3.9,0.8,1,0.3,14.4,2.9,3.5
WCC,Tommy Kuhse,JR,G,Saint Mary's (CA),33,874,111,124,22,4,53,67,195,0.376,0.4,0.321,0.686,5.9,3.4,3.8,0.7,0.1,12.1,1.9,0.8
WCC,Josh Kunen,FR,F,San Francisco,34,696,187,35,13,8,62,93,147,0.466,0.505,0.32,0.879,4.3,5.5,1,0.4,0.2,10.1,1.3,-2.8
WCC,Noah Lack,JR,G,Santa Clara,1,1,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,-43.9,0,-56.2
WCC,Matthew Lang,SO,G,Gonzaga,21,61,3,3,3,0,3,6,12,0.308,0,0.333,,0.6,0.1,0.1,0.1,0,5.5,0.1,-0.9
WCC,Keli Leaupepe,FR,F,Loyola Marymount,32,702,125,24,9,6,40,96,291,0.545,0.618,0.379,0.863,9.1,3.9,0.8,0.3,0.2,19.7,2.7,1.3
WCC,Kolby Lee,SO,F,Brigham Young,30,518,96,21,7,3,26,60,209,0.625,0.639,0.5,0.711,7,3.2,0.7,0.2,0.1,18.8,2.3,3.4
WCC,Jimbo Lull,SR,C,San Francisco,34,954,258,37,19,26,58,82,404,0.569,0.6,0.323,0.755,11.9,7.6,1.1,0.6,0.8,22.6,4.3,3.7
WCC,Yauhen Massalski,JR,F,San Diego,20,427,140,25,12,29,40,54,168,0.541,0.545,0,0.512,8.4,7,1.3,0.6,1.5,20.7,1.2,0.8
WCC,Taylor Maughan,SR,G,Brigham Young,17,29,6,2,2,0,2,5,6,0.667,,0.667,,0.4,0.4,0.1,0.1,0,12.9,0.1,-1.3
WCC,Amari McCray,JR,C,Pacific,29,437,123,15,12,20,38,81,185,0.566,0.566,,0.568,6.4,4.2,0.5,0.4,0.7,20.9,1.7,-1.7
WCC,Aaron Menzies,SR,C,Saint Mary's (CA),22,115,38,6,0,5,8,18,54,0.558,0.558,,0.4,2.5,1.7,0.3,0,0.2,22.9,0.4,-2.7
WCC,Charles Minlend,JR,G,San Francisco,34,1000,160,60,34,18,61,54,491,0.416,0.483,0.303,0.643,14.4,4.7,1.8,1,0.5,19.7,3.4,4
WCC,DJ Mitchell,JR,F,Santa Clara,33,756,173,48,19,13,52,97,354,0.494,0.548,0.383,0.755,10.7,5.2,1.5,0.6,0.4,18.7,2.9,0.9
WCC,Justin Moore,JR,G,Pacific,28,645,80,76,18,0,59,38,228,0.398,0.4,0.392,0.703,8.1,2.9,2.7,0.6,0,13.4,1.5,-2.1
WCC,Lazar Nekic,FR,F,Loyola Marymount,19,130,22,2,4,2,10,19,24,0.387,0.4,0,0,1.3,1.2,0.1,0.2,0.1,2,-0.2,-10.1
WCC,Blaze Nield,SO,G,Brigham Young,18,60,2,7,0,0,1,5,12,0.571,0.6,0.5,0.5,0.7,0.1,0.4,0,0,10,0.2,-1.5
WCC,Dalton Nixon,SR,F,Brigham Young,28,628,121,42,18,10,28,78,211,0.509,0.592,0.381,0.622,7.5,4.3,1.5,0.6,0.4,16.3,2.4,4.2
WCC,Emmanuel Nwabueze,SO,G,San Francisco,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0
WCC,Victor Ohia Obioha,SO,C,Pepperdine,32,403,105,15,19,13,21,70,102,0.597,0.597,,0.762,3.2,3.3,0.5,0.6,0.4,16,1.2,0.3
WCC,Reggie Parris,FR,G,San Diego,4,3,0,0,0,0,1,0,2,1,1,,,0.5,0,0,0,0,14,0,-6.6
WCC,Cameron Pearson,FR,G,Brigham Young,13,16,2,0,0,0,0,2,0,0,0,,,0,0.2,0,0,0,-1.2,0,-0.9
WCC,Everett Perrot,FR,F,Pepperdine,3,3,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,-5.9
WCC,Jock Perry,JR,C,Saint Mary's (CA),15,111,32,6,2,2,6,18,49,0.588,0.667,0,0.818,3.3,2.1,0.4,0.1,0.1,25.1,0.6,5.8
WCC,Filip Petrusev,SO,F,Gonzaga,33,856,262,48,20,26,69,56,576,0.562,0.573,0.182,0.655,17.5,7.9,1.5,0.6,0.8,30.5,5.5,6.8
WCC,Sabry Phillip,FR,G,San Diego,22,104,10,3,2,2,11,15,28,0.435,0.5,0,0.727,1.3,0.5,0.1,0.1,0.1,4.3,0,-7.6
WCC,Darryl Polk Jr,SO,G,Pepperdine,31,640,71,56,39,0,27,48,110,0.474,0.55,0.389,0.857,3.5,2.3,1.8,1.3,0,12,1.3,1.4
WCC,Malcolm Porter,JR,G,Portland,24,637,77,37,15,0,36,42,228,0.409,0.441,0.365,0.781,9.5,3.2,1.5,0.6,0,12.7,1.2,-2.1
WCC,Jahbril Price-Noel,SO,G,Pacific,29,444,43,18,6,2,25,26,165,0.447,0.441,0.455,0.792,5.7,1.5,0.6,0.2,0.1,14.7,1.5,2
WCC,Remu Raitanen,SR,F,San Francisco,34,559,111,28,14,8,14,42,172,0.424,0.545,0.38,0.861,5.1,3.3,0.8,0.4,0.2,18.1,2.4,4.9
WCC,Jordan Ratinho,SR,G,San Francisco,34,949,64,38,21,8,37,69,301,0.373,0.487,0.291,0.719,8.9,1.9,1.1,0.6,0.2,9.9,1.8,-0.9
WCC,Ezekiel Richards,SO,C,Santa Clara,7,47,12,2,1,4,2,5,16,0.625,0.625,,0.667,2.3,1.7,0.3,0.1,0.6,21.2,0.2,2.9
WCC,Jared Rodriguez,SO,F,San Diego,31,514,83,4,12,3,41,68,174,0.405,0.49,0.267,0.732,5.6,2.7,0.1,0.4,0.1,7.7,0.3,-5.6
WCC,Takori Rooks,FR,F,Pacific,6,13,4,0,0,0,1,2,5,0.667,1,0.5,,0.8,0.7,0,0,0,18.5,0.1,14.5
WCC,Colbey Ross,JR,G,Pepperdine,32,1206,149,229,35,5,140,75,656,0.402,0.44,0.349,0.854,20.5,4.7,7.2,1.1,0.2,20.8,3.8,2.8
WCC,Dzmitry Ryuny,SO,F,San Francisco,31,332,57,13,11,6,13,30,140,0.414,0.5,0.393,0.929,4.5,1.8,0.4,0.4,0.2,19,1.4,5.1
WCC,Eli Scott,JR,F,Loyola Marymount,32,1106,214,138,33,5,105,60,497,0.528,0.551,0.29,0.639,15.5,6.7,4.3,1,0.2,22.4,3.9,4.1
WCC,Reilly Seebold,FR,G,Loyola Marymount,15,110,2,2,1,0,6,14,26,0.4,0,0.421,1,1.7,0.1,0.1,0.1,0,4.5,0.1,-6.3
WCC,Zac Seljaas,SR,G,Brigham Young,32,638,129,27,25,8,27,70,211,0.422,0.533,0.356,0.765,6.6,4,0.8,0.8,0.3,15.3,2.3,4
WCC,Khalil Shabazz,SO,G,San Francisco,34,712,102,49,56,1,40,83,361,0.418,0.486,0.374,0.759,10.6,3,1.4,1.6,0,22.7,3.4,7.6
WCC,Dan Sheets,SR,F,Saint Mary's (CA),9,11,0,1,0,0,0,2,2,0.333,0.333,,,0.2,0,0.1,0,0,2.1,0,-9.4
WCC,Seikou Sisoho Jawara,FR,G,Loyola Marymount,29,466,27,39,20,1,34,22,127,0.438,0.551,0.349,0.438,4.4,0.9,1.3,0.7,0,11,0.5,-1
WCC,Robbie Skead,SR,G,Pepperdine,1,1,0,0,0,0,0,0,1,,,,0.5,1,0,0,0,0,31.9,0,8.8
WCC,Jade' Smith,JR,G,Pepperdine,8,171,28,13,9,2,8,27,51,0.412,0.5,0.154,0.778,6.4,3.5,1.6,1.1,0.3,12.2,0.3,-1.7
WCC,Keith Smith,JR,F,Pepperdine,15,189,28,11,7,2,10,18,22,0.25,0.316,0.154,0.667,1.5,1.9,0.7,0.5,0.1,3.8,-0.1,-4.3
WCC,Jackson Stormo,SO,C,Pepperdine,15,65,16,4,0,1,7,7,5,0.25,0.25,,0.6,0.3,1.1,0.3,0,0.1,3.1,0,-5.9
WCC,Finn Sullivan,SO,G,San Diego,28,658,68,49,29,9,35,61,214,0.387,0.551,0.269,0.621,7.6,2.4,1.8,1,0.3,12.8,1.3,0.7
WCC,Matthias Tass,SO,F,Saint Mary's (CA),14,327,51,31,8,18,15,30,93,0.534,0.534,,0.75,6.6,3.6,2.2,0.6,1.3,18.7,1.2,4.5
WCC,Elijah Thomas,JR,F,Saint Mary's (CA),23,136,20,5,7,0,4,16,52,0.474,0.529,0.429,0.636,2.3,0.9,0.2,0.3,0,20.4,0.6,0.7
WCC,David Thompson,JR,G,Santa Clara,28,261,24,38,4,0,26,29,44,0.22,0.462,0.107,0.793,1.6,0.9,1.4,0.1,0,3.4,0,-8.1
WCC,Killian Tillie,SR,F,Gonzaga,24,591,120,45,24,20,24,59,327,0.535,0.621,0.4,0.726,13.6,5,1.9,1,0.8,27.5,3.9,12
WCC,Drew Timme,FR,F,Gonzaga,33,676,177,43,17,31,40,91,323,0.618,0.623,0.333,0.611,9.8,5.4,1.3,0.5,0.9,25,3.9,6
WCC,Jake Toolson,SR,G,Brigham Young,32,1076,154,126,34,13,65,45,486,0.472,0.475,0.47,0.797,15.2,4.8,3.9,1.1,0.4,21.4,4.9,8.3
WCC,Jahlil Tripp,SR,F,Pacific,33,1012,294,66,49,4,71,98,535,0.512,0.561,0.156,0.712,16.2,8.9,2,1.5,0.1,27.8,5.8,7.1
WCC,Evan Troy,SR,G,Brigham Young,22,67,8,3,0,0,4,8,12,0.556,0.75,0.4,0,0.5,0.4,0.1,0,0,4,0.1,-1.3
